t[s],x[m],y[m],v[m/s],ax[m/s^2],ay[m/s^2], az[m/s^2],roll[rad],pitch[rad],yaw[rad],gy_x[rad/sec],gy_y[rad/sec],gy_z[rad/sec],_,_,_,latitude,longitude,
88615,,,,-0.004,0.024,-0.024,0.057175134,-0.081549136,1.264550871,0.047777778,0.016666667,-0.004444444,,,,,,
88616,,,,-0.07,0.052,-0.078,0.057562601,-0.081227333,1.264544331,0.038888889,0.034444444,-0.005555556,,,,,,
88617,,,,-0.118,0.069,-0.096,0.057713118,-0.081024477,1.26437322,0.017777778,0.02,-0.011111111,,,,,,
88618,,,,-0.144,0.071,-0.066,0.057568788,-0.081221358,1.264373397,-0.014444444,-0.017777778,-0.003333333,,,,,,
88619,,,,-0.093,-0.051,0.113,0.057135786,-0.081811996,1.2643741,-0.046666667,-0.06,0.001111111,,,,,,
88620,,,,-0.03,-0.093,0.231,0.056564549,-0.082599697,1.264276658,-0.065555556,-0.085555556,0.003333333,,,,,,
88621,,,,-0.005,-0.13,0.279,0.055882001,-0.083321183,1.264455546,-0.06,-0.072222222,0.014444444,,,,,,
88622,,,,-0.006,-0.154,0.243,0.055521078,-0.08381337,1.264456911,-0.038888889,-0.05,0.01,,,,,,
88623,,,,-0.003,-0.118,0.183,0.055403305,-0.084180611,1.26445166,-0.011111111,-0.044444444,0.003333333,,,,,,
88623,3.23E-05,0.001368454,25.17749977,,,,,,,,,,,,,,,
88623,,,,,,,,,,,,,,,,31.26593367,34.743741,
88624,,,,0.007,-0.043,0.056,0.055384319,-0.084619777,1.264440274,0.003333333,-0.036666667,0.001111111,,,,,,
88625,,,,0.047,-0.009,-0.062,0.055536316,-0.085032427,1.264422352,0.01,-0.045555556,-0.004444444,,,,,,
88626,,,,0.048,0.04,-0.112,0.055517343,-0.085471577,1.264410944,0.003333333,-0.046666667,-0.007777778,,,,,,
88627,,,,0.012,0.047,-0.207,0.055300782,-0.085766875,1.26441203,-0.013333333,-0.025555556,-0.005555556,,,,,,
88628,,,,-0.022,0.007,-0.201,0.054991654,-0.085990644,1.264320618,-0.044444444,-0.02,-0.004444444,,,,,,
88629,,,,-0.079,-0.116,-0.055,0.054406483,-0.086168632,1.26434096,-0.061111111,-0.024444444,0.001111111,,,,,,
88630,,,,-0.08,-0.117,-0.014,0.053742886,-0.086444576,1.264460679,-0.06,-0.025555556,0.013333333,,,,,,
88631,,,,-0.072,-0.141,0.033,0.053276359,-0.08687048,1.264640365,-0.045555556,-0.035555556,0.02,,,,,,
88632,,,,-0.059,-0.057,0.057,0.052980745,-0.087269837,1.264813489,-0.024444444,-0.041111111,0.015555556,,,,,,
88633,,,,-0.078,-0.062,0.039,0.052862874,-0.087637037,1.264808913,-0.02,-0.043333333,0,,,,,,
88634,,,,-0.068,-0.057,0.047,0.052607409,-0.088195422,1.264634534,-0.024444444,-0.056666667,-0.01,,,,,,
88634,3.08E-05,0.001370577,25.21800041,,,,,,,,,,,,,,,
88634,,,,,,,,,,,,,,,,31.26592017,34.74376333,
88635,,,,-0.021,-0.07,0.096,0.052312727,-0.089023234,1.264356461,-0.025555556,-0.084444444,-0.02,,,,,,
88636,,,,0.134,-0.068,0.087,0.052175287,-0.089835864,1.264413685,-0.02,-0.08,-0.006666667,,,,,,
88637,,,,0.188,-0.037,-0.021,0.052057472,-0.090203077,1.264409405,-0.012222222,-0.046666667,0.008888889,,,,,,
88638,,,,0.2,0.001,-0.098,0.05188009,-0.090228884,1.264515269,-0.012222222,-0.008888889,0.017777778,,,,,,
88639,,,,0.115,0.02,-0.281,0.051648825,-0.089920265,1.264704577,-0.023333333,0.035555556,0.014444444,,,,,,
88640,,,,0.058,0,-0.355,0.051194133,-0.089291081,1.2648397,-0.04,0.062222222,0.012222222,,,,,,
88641,,,,0.027,-0.028,-0.285,0.050601307,-0.088859385,1.264877148,-0.06,0.051111111,0.008888889,,,,,,
88642,,,,0.082,-0.11,0.036,0.049936259,-0.088526065,1.264915074,-0.07,0.025555556,-0.004444444,,,,,,
88643,,,,0.091,-0.119,0.1,0.049271982,-0.088186595,1.264880537,-0.067777778,0.038888889,0,,,,,,
88644,2.93E-05,0.0013727,25.24349976,,,,,,,,,,,,,,,
88644,,,,,,,,,,,,,,,,31.26590667,34.74378567,
88644,,,,0.101,-0.12,0.172,0.048823701,-0.087558008,1.264915705,-0.053333333,0.061111111,0,,,,,,
88645,,,,0.11,-0.095,0.283,0.048447692,-0.086830968,1.264949835,-0.037777778,0.081111111,0.004444444,,,,,,
88646,,,,-0.03,-0.044,0.117,0.048157162,-0.085565547,1.265091498,-0.03,0.125555556,0.01,,,,,,
88647,,,,-0.063,-0.053,0.143,0.04771645,-0.084496209,1.265332922,-0.034444444,0.111111111,0.012222222,,,,,,
88648,,,,-0.047,-0.115,0.22,0.047340718,-0.083769032,1.265366061,-0.04,0.077777778,0.003333333,,,,,,
88649,,,,0.004,-0.182,0.137,0.046965018,-0.083041814,1.265398924,-0.036666667,0.073333333,0.004444444,,,,,,
88650,,,,0.063,-0.18,0.078,0.046760343,-0.082288163,1.265425086,-0.017777778,0.074444444,0,,,,,,
88651,,,,0.085,-0.111,0.022,0.046793862,-0.08140336,1.265470565,0,0.092222222,0,,,,,,
88652,,,,-0.096,-0.059,-0.282,0.046924042,-0.079987304,1.265498545,0.013333333,0.141111111,-0.001111111,,,,,,
88653,,,,-0.186,-0.006,-0.36,0.047048674,-0.078570655,1.26562541,0.012222222,0.155555556,0,,,,,,
88654,2.78E-05,0.001374807,25.13150024,,,,,,,,,,,,,,,
88654,,,,,,,,,,,,,,,,31.26589317,34.74380783,
88654,,,,-0.254,-0.019,-0.266,0.047034488,-0.077351309,1.265654693,-0.006666667,0.115555556,-0.004444444,,,,,,
88655,,,,-0.301,-0.122,-0.109,0.046686007,-0.076788877,1.265608979,-0.033333333,0.07,-0.01,,,,,,
88656,,,,-0.288,-0.243,0.113,0.046291262,-0.07650075,1.265630831,-0.043333333,0.026666667,-0.001111111,,,,,,
88657,,,,-0.252,-0.263,0.203,0.046021149,-0.076460498,1.265714457,-0.018888889,-0.008888889,0.01,,,,,,
88658,,,,-0.193,-0.222,0.362,0.046265425,-0.076950411,1.265864587,0.018888889,-0.046666667,0.017777778,,,,,,
88659,,,,-0.215,-0.15,0.261,0.046852031,-0.077382194,1.265930321,0.063333333,-0.041111111,0.012222222,,,,,,
88660,,,,-0.241,0.003,0.116,0.047779522,-0.077772394,1.266128273,0.094444444,-0.048888889,0.016666667,,,,,,
88661,,,,-0.197,0.046,0.055,0.048648234,-0.078860077,1.266067953,0.093333333,-0.11,-0.004444444,,,,,,
88662,,,,-0.114,0.032,0.032,0.049338652,-0.0804084,1.265733134,0.067777778,-0.157777778,-0.024444444,,,,,,
88663,,,,0.036,-0.001,-0.103,0.049858177,-0.081988673,1.265475811,0.045555556,-0.165555556,-0.022222222,,,,,,
88664,2.63E-05,0.001376914,25.14249992,,,,,,,,,,,,,,,
88664,,,,,,,,,,,,,,,,31.26587967,34.74383,
88664,,,,0.115,-0.007,-0.08,0.050207765,-0.08358942,1.265151864,0.033333333,-0.163333333,-0.014444444,,,,,,
88665,,,,0.147,-0.05,-0.088,0.050570439,-0.084756255,1.26500863,0.03,-0.118888889,-0.012222222,,,,,,
88666,,,,0.028,0.027,-0.315,0.05074883,-0.085339368,1.264986235,0.026666667,-0.063333333,0.003333333,,,,,,
88667,,,,0.007,-0.001,-0.318,0.050756232,-0.085948909,1.264970418,0.008888889,-0.061111111,0.002222222,,,,,,
88668,,,,0.039,-0.036,-0.177,0.050651858,-0.086926263,1.264851603,-0.017777778,-0.097777778,0,,,,,,
88669,,,,0.087,-0.084,0.012,0.050100573,-0.087883945,1.264851553,-0.043333333,-0.1,0.002222222,,,,,,
88670,,,,0.1,-0.131,0.109,0.049627672,-0.08874395,1.264752464,-0.055555556,-0.093333333,0.002222222,,,,,,
88671,,,,0.114,-0.221,0.193,0.049148594,-0.089603227,1.264752586,-0.051111111,-0.077777778,0.004444444,,,,,,
88672,,,,0.134,-0.231,0.227,0.04885258,-0.090002229,1.264926966,-0.027777778,-0.047777778,0.015555556,,,,,,
88673,,,,0.14,-0.227,0.173,0.048845519,-0.090007575,1.265098026,0.005555556,-0.003333333,0.022222222,,,,,,
88674,2.48E-05,0.001379052,25.28249931,,,,,,,,,,,,,,,
88674,,,,,,,,,,,,,,,,31.26586633,34.7438525,
88674,,,,0.121,-0.169,0.076,0.049220111,-0.089690482,1.265358339,0.04,0.032222222,0.016666667,,,,,,
88675,,,,0.092,-0.089,0,0.049851282,-0.089244073,1.265341149,0.06,0.05,0.006666667,,,,,,
88676,,,,0.022,-0.046,-0.147,0.050383638,-0.088725676,1.265330452,0.063333333,0.054444444,-0.01,,,,,,
88677,,,,0.001,-0.03,-0.166,0.050922847,-0.088201771,1.265148996,0.048888889,0.046666667,-0.015555556,,,,,,
88678,,,,-0.017,-0.057,-0.091,0.051218019,-0.087808806,1.265047547,0.03,0.035555556,-0.013333333,,,,,,
88679,,,,-0.03,-0.098,0.031,0.051362503,-0.087611983,1.265046261,0.02,0.024444444,-0.007777778,,,,,,
88680,,,,-0.076,-0.154,0.095,0.051651464,-0.087218334,1.265043774,0.02,0.041111111,0.008888889,,,,,,
88681,,,,-0.077,-0.145,0.113,0.052026856,-0.086895495,1.26523279,0.037777778,0.033333333,0.015555556,,,,,,
88682,,,,-0.061,-0.114,0.153,0.052506635,-0.086651443,1.265389205,0.056666667,0.026666667,0.013333333,,,,,,
88683,,,,-0.102,0.012,0.009,0.05313096,-0.086210676,1.265544726,0.062222222,0.042222222,0.011111111,,,,,,
88684,,,,-0.109,0.007,0.009,0.053518724,-0.08588909,1.265536612,0.048888889,0.035555556,0,,,,,,
88685,2.33E-05,0.001381175,25.21249962,,,,,,,,,,,,,,,
88685,,,,,,,,,,,,,,,,31.26585283,34.74387483,
88685,,,,-0.101,0.048,0.063,0.053860736,-0.085836269,1.265523331,0.026666667,0.008888889,-0.008888889,,,,,,
88686,,,,-0.085,-0.041,-0.041,0.053866923,-0.085836717,1.26542457,0.005555556,0.002222222,-0.012222222,,,,,,
88687,,,,-0.037,-0.054,-0.029,0.053893442,-0.086007097,1.26541883,-0.004444444,-0.015555556,-0.001111111,,,,,,
88688,,,,0.009,-0.042,0.02,0.053847716,-0.086275874,1.265413547,0,-0.028888889,0.007777778,,,,,,
88689,,,,0.032,-0.047,0.087,0.053874237,-0.08644625,1.265407802,0,-0.018888889,0.006666667,,,,,,
88690,,,,-0.031,-0.06,0.104,0.053874237,-0.08644625,1.265407802,0.001111111,-0.001111111,0,,,,,,
88691,,,,-0.025,-0.055,0.146,0.053835225,-0.086709298,1.265231519,0,-0.017777778,-0.01,,,,,,
88692,,,,0,-0.063,0.123,0.053868487,-0.086873935,1.265054758,-0.002222222,-0.025555556,-0.021111111,,,,,,
88693,,,,0.088,-0.061,0.035,0.053927853,-0.08721515,1.264944457,-0.008888889,-0.027777778,-0.011111111,,,,,,
88694,,,,0.123,-0.087,0.076,0.053783402,-0.087411978,1.26494546,-0.012222222,-0.026666667,0,,,,,,
88694,2.18E-05,0.001383298,25.17099953,,,,,,,,,,,,,,,
88694,,,,,,,,,,,,,,,,31.26583933,34.74389717,
88695,,,,0.111,-0.115,0.117,0.053612384,-0.087438441,1.264952234,-0.011111111,0.004444444,0.01,,,,,,
88696,,,,0.052,-0.139,0.106,0.053618511,-0.087004506,1.265232996,-0.003333333,0.043333333,0.017777778,,,,,,
88697,,,,-0.069,-0.144,0.077,0.053630975,-0.086571071,1.265414977,0.006666667,0.05,0.015555556,,,,,,
88698,,,,-0.072,-0.121,0.093,0.053841508,-0.08627541,1.26551231,0.02,0.03,0.012222222,,,,,,
88699,,,,-0.042,-0.068,0.041,0.054058251,-0.085980232,1.265510943,0.025555556,0.021111111,0.003333333,,,,,,
88700,,,,0.025,-0.016,0.019,0.054229255,-0.085953818,1.265504299,0.023333333,0.012222222,-0.007777778,,,,,,
88701,,,,0,-0.001,0.043,0.054445991,-0.085658637,1.265503025,0.015555556,0.021111111,-0.007777778,,,,,,
88704,2.03E-05,0.001385405,25.18549919,,,,,,,,,,,,,,,
88704,,,,,,,,,,,,,,,,31.265826,34.74391933,
88704,,,,-0.122,-0.076,0.134,0.05441948,-0.085488263,1.265508807,-0.004444444,-0.025555556,0.007777778,,,,,,
88705,,,,-0.028,-0.057,0.206,0.054426341,-0.086103972,1.265564122,-0.002222222,-0.061111111,0.008888889,,,,,,
88708,,,,0.046,0.003,0.015,0.054433622,-0.086713497,1.265547183,-0.002222222,0.01,-0.008888889,,,,,,
88709,,,,-0.027,0,-0.066,0.054315031,-0.086465377,1.265388204,-0.013333333,0.025555556,-0.01,,,,,,
88710,,,,-0.031,-0.013,-0.115,0.054045251,-0.086419827,1.265401116,-0.028888889,0.002222222,0,,,,,,
88711,,,,0.033,-0.018,-0.043,0.053558727,-0.08666947,1.265415468,-0.044444444,-0.027777778,0.004444444,,,,,,
88712,,,,0.061,-0.057,0.02,0.05313823,-0.086820189,1.265528184,-0.051111111,-0.013333333,0.011111111,,,,,,
88713,,,,-0.06,-0.144,0.07,0.052565451,-0.086564278,1.265730698,-0.054444444,0.023333333,0.012222222,,,,,,
88714,,,,-0.138,-0.14,0.075,0.052170981,-0.086270164,1.265683081,-0.044444444,0.033333333,0.002222222,,,,,,
88714,1.88E-05,0.001387528,25.20350075,,,,,,,,,,,,,,,
88714,,,,,,,,,,,,,,,,31.2658125,34.74394167,
88715,,,,-0.175,-0.127,0.064,0.051802465,-0.086152567,1.26570205,-0.032222222,0.01,0,,,,,,
88716,,,,-0.143,-0.133,0.042,0.051591808,-0.086448302,1.265605016,-0.026666667,-0.03,0,,,,,,
88717,,,,0.055,-0.073,-0.003,0.051329252,-0.087012243,1.265601875,-0.015555556,-0.058888889,0.003333333,,,,,,
88718,,,,0.108,-0.053,0.01,0.051237722,-0.087549777,1.265592062,-0.011111111,-0.046666667,0.004444444,,,,,,
88719,,,,0.085,-0.052,-0.001,0.051138956,-0.087477788,1.265598236,-0.011111111,-0.004444444,0.006666667,,,,,,
88720,,,,-0.062,-0.046,-0.132,0.051013693,-0.087235418,1.265609917,-0.01,0.028888889,0.004444444,,,,,,
88721,,,,-0.071,-0.037,-0.14,0.050914929,-0.087163426,1.265616067,-0.013333333,0.008888889,0.001111111,,,,,,
88722,,,,-0.03,-0.038,-0.136,0.050698126,-0.08745859,1.26561803,-0.016666667,-0.022222222,0.005555556,,,,,,
88723,,,,0.028,-0.006,-0.107,0.050474471,-0.087759204,1.265791096,-0.023333333,-0.03,0.011111111,,,,,,
88724,1.73E-05,0.001389651,25.20800018,,,,,,,,,,,,,,,
88724,,,,,,,,,,,,,,,,31.26579917,34.743964,
88724,,,,0.05,-0.038,0.04,0.050238009,-0.087878533,1.265627605,-0.028888889,-0.015555556,0.004444444,,,,,,
88725,,,,-0.029,-0.061,0.085,0.049941709,-0.08766255,1.265646046,-0.033333333,0.022222222,0.003333333,,,,,,
88726,,,,-0.137,-0.072,0.026,0.049612819,-0.087275462,1.265768577,-0.03,0.041111111,0,,,,,,
88727,,,,-0.142,-0.055,-0.004,0.049276846,-0.087328944,1.265683461,-0.027777778,0.002222222,0.003333333,,,,,,
88728,,,,-0.048,-0.036,-0.036,0.049060012,-0.087624104,1.265685685,-0.025555556,-0.034444444,0.008888889,,,,,,
88729,,,,0.039,-0.005,-0.068,0.048665238,-0.087950945,1.265865909,-0.034444444,-0.04,0.014444444,,,,,,
88730,,,,0.055,-0.039,-0.082,0.048172445,-0.088199625,1.265980074,-0.048888889,-0.018888889,0.012222222,,,,,,
88733,,,,-0.115,-0.163,-0.125,0.046566684,-0.088536067,1.265944653,-0.047777778,-0.028888889,0.007777778,,,,,,
88734,,,,0.041,-0.146,0.044,0.04637623,-0.089001591,1.265942276,-0.026666667,-0.055555556,0.004444444,,,,,,
88734,1.58E-05,0.001391774,25.22999954,,,,,,,,,,,,,,,
88734,,,,,,,,,,,,,,,,31.26578567,34.74398633,
88735,,,,0.101,-0.115,0.078,0.046185772,-0.089467108,1.265939988,-0.011111111,-0.04,0,,,,,,
88736,,,,0.1,-0.072,0.055,0.046185772,-0.089467108,1.265939988,0,0.005555556,-0.006666667,,,,,,
88737,,,,-0.066,-0.047,-0.137,0.046205157,-0.089027946,1.265949288,-0.002222222,0.046666667,-0.001111111,,,,,,
88738,,,,-0.12,-0.062,-0.19,0.046225474,-0.088582752,1.265886293,-0.007777778,0.041111111,0.002222222,,,,,,
88739,,,,-0.104,-0.067,-0.137,0.046047433,-0.088614196,1.266064334,-0.015555556,-0.001111111,0.014444444,,,,,,
88740,,,,-0.034,-0.079,-0.006,0.045922247,-0.088986405,1.266232198,-0.017777778,-0.041111111,0.018888889,,,,,,
88741,,,,0.038,-0.133,0.108,0.045705284,-0.089281492,1.266235105,-0.017777778,-0.033333333,0.007777778,,,,,,
88742,,,,0.011,-0.135,0.085,0.045705284,-0.089281492,1.266235105,-0.008888889,-0.003333333,0.001111111,,,,,,
88743,,,,-0.021,-0.128,0.032,0.045678851,-0.089111096,1.266240187,0.003333333,0.014444444,-0.006666667,,,,,,
88744,1.43E-05,0.001393897,25.21050072,,,,,,,,,,,,,,,
88744,,,,,,,,,,,,,,,,31.26577217,34.74400867,
88744,,,,-0.018,-0.102,-0.027,0.045849926,-0.089084768,1.26623316,0.015555556,0.01,-0.01,,,,,,
88745,,,,0.017,-0.043,-0.065,0.046119755,-0.089130471,1.266220071,0.026666667,0.004444444,-0.003333333,,,,,,
88746,,,,0.053,-0.01,-0.045,0.046363146,-0.089005776,1.266212108,0.023333333,-0.004444444,-0.005555556,,,,,,
88747,,,,0.008,-0.046,-0.056,0.046363146,-0.089005776,1.266212108,0.007777778,0.006666667,-0.006666667,,,,,,
88748,,,,-0.046,-0.095,-0.042,0.04633671,-0.088835381,1.266217242,-0.002222222,0.022222222,-0.003333333,,,,,,
88749,,,,-0.071,-0.128,0.033,0.04633671,-0.088835381,1.266217242,-0.006666667,0.006666667,-0.005555556,,,,,,
88750,,,,-0.062,-0.151,0.079,0.04633671,-0.088835381,1.266217242,0,-0.006666667,-0.004444444,,,,,,
88751,,,,-0.001,-0.155,0.107,0.046534217,-0.088979443,1.2662051,0.017777778,-0.013333333,-0.002222222,,,,,,
88752,,,,0.011,-0.126,0.098,0.046876356,-0.088926774,1.266191097,0.034444444,0,-0.008888889,,,,,,
88753,,,,-0.021,-0.07,0.042,0.04729778,-0.088770543,1.266005163,0.047777778,0.018888889,-0.012222222,,,,,,
88754,1.28E-05,0.00139602,25.18400002,,,,,,,,,,,,,,,
88754,,,,,,,,,,,,,,,,31.26575883,34.744031,
88754,,,,-0.119,-0.029,0.004,0.047790599,-0.08852194,1.265890745,0.045555556,0.02,-0.02,,,,,,
88755,,,,-0.129,-0.037,0.021,0.048166144,-0.088634332,1.265700514,0.032222222,-0.002222222,-0.021111111,,,,,,
88756,,,,-0.109,-0.051,0.036,0.048304511,-0.088872264,1.265419256,0.021111111,-0.031111111,-0.015555556,,,,,,
88757,,,,0,-0.085,0.094,0.048555109,-0.089356993,1.265396313,0.015555556,-0.053333333,-0.011111111,,,,,,
88758,,,,0.017,-0.076,0.086,0.048812771,-0.089836364,1.265202189,0.02,-0.046666667,-0.011111111,,,,,,
88759,,,,0.001,-0.054,0.079,0.049043127,-0.090151505,1.265085584,0.026666667,-0.028888889,-0.011111111,,,,,,
88760,,,,-0.034,-0.047,0.063,0.049418875,-0.090263593,1.264894976,0.027777778,-0.017777778,-0.018888889,,,,,,
88761,,,,-0.061,-0.031,0.041,0.049557609,-0.090501316,1.264613419,0.024444444,-0.026666667,-0.022222222,,,,,,
88762,,,,-0.037,0,0.045,0.049815577,-0.090980456,1.2644189,0.02,-0.044444444,-0.017777778,,,,,,
88763,,,,-0.013,-0.02,0.057,0.049980281,-0.091394742,1.264203957,0.01,-0.045555556,-0.017777778,,,,,,
88764,1.13E-05,0.001398143,25.22050095,,,,,,,,,,,,,,,
88764,,,,,,,,,,,,,,,,31.26574533,34.74405333,
88764,,,,0.014,-0.06,0.085,0.049968529,-0.091828414,1.264022761,0.003333333,-0.038888889,-0.011111111,,,,,,
88765,,,,-0.007,-0.05,0.049,0.049995178,-0.091998758,1.264017268,0.005555556,-0.023333333,-0.003333333,,,,,,
88766,,,,-0.033,-0.055,0.02,0.050021828,-0.092169101,1.26401177,0.004444444,-0.014444444,0.001111111,,,,,,
88767,,,,-0.052,-0.061,-0.018,0.049976269,-0.092437881,1.26400714,0.004444444,-0.023333333,0.003333333,,,,,,
88768,,,,-0.03,-0.059,0.024,0.050029575,-0.092778558,1.263996131,0.002222222,-0.04,0,,,,,,
88769,,,,-0.014,-0.086,0.079,0.050010675,-0.093217665,1.263986003,0.004444444,-0.046666667,-0.006666667,,,,,,
88770,,,,-0.006,-0.108,0.123,0.050169301,-0.093631127,1.263869656,0.013333333,-0.041111111,-0.013333333,,,,,,
88771,,,,-0.02,-0.051,0.091,0.050302219,-0.093867825,1.263686583,0.018888889,-0.026666667,-0.011111111,,,,,,
88772,,,,-0.007,-0.036,0.043,0.050526673,-0.094181904,1.26366808,0.018888889,-0.026666667,-0.007777778,,,,,,
88773,,,,0.022,-0.02,0.004,0.050750223,-0.094502451,1.263721704,0.017777778,-0.033333333,-0.001111111,,,,,,
88774,9.82E-06,0.001400265,25.28000069,,,,,,,,,,,,,,,
88774,,,,,,,,,,,,,,,,31.26573183,34.74407567,
88774,,,,0.071,-0.013,0.017,0.050704709,-0.094771225,1.263717027,0.006666667,-0.033333333,0.008888889,,,,,,
88775,,,,0.057,-0.033,0.058,0.050758089,-0.095111872,1.263705827,-0.001111111,-0.028888889,0.008888889,,,,,,
88776,,,,0.023,-0.079,0.086,0.050620227,-0.095309707,1.263608811,-0.013333333,-0.016666667,0.002222222,,,,,,
88777,,,,-0.008,-0.111,0.094,0.050548025,-0.09540816,1.263609762,-0.008888889,-0.012222222,0,,,,,,
88778,,,,0.03,-0.095,0.126,0.050574726,-0.095578484,1.263604169,0,-0.016666667,0,,,,,,
88779,,,,0.076,-0.072,0.112,0.050745831,-0.095551904,1.263596657,0.012222222,-0.005555556,0,,,,,,
88780,,,,0.088,-0.033,0.076,0.05089023,-0.095354999,1.263594771,0.016666667,0.021111111,0.003333333,,,,,,
88781,,,,0,0.015,-0.002,0.050902492,-0.094914979,1.263703974,0.007777778,0.05,0.004444444,,,,,,
88782,,,,-0.062,-0.011,-0.059,0.050894625,-0.094305554,1.263719894,-0.008888889,0.058888889,0.006666667,,,,,,
88783,,,,-0.093,-0.045,-0.055,0.050663687,-0.093990567,1.263837352,-0.021111111,0.034444444,0.01,,,,,,
88784,8.34E-06,0.001402388,25.23600006,,,,,,,,,,,,,,,
88784,,,,,,,,,,,,,,,,31.2657185,34.744098,
88784,,,,-0.07,-0.065,0.001,0.050392815,-0.093951675,1.263923411,-0.023333333,0.002222222,0.012222222,,,,,,
88785,,,,0.031,-0.092,0.125,0.050222641,-0.09397179,1.26385858,-0.021111111,-0.002222222,0.008888889,,,,,,
88786,,,,0.045,-0.101,0.183,0.050051555,-0.093998343,1.263865964,-0.011111111,0.006666667,0,,,,,,
88787,,,,0.024,-0.068,0.17,0.05006399,-0.093558327,1.263974967,-0.003333333,0.042222222,-0.002222222,,,,,,
88788,,,,-0.059,-0.028,0.01,0.04998402,-0.093047331,1.263991514,-0.001111111,0.053333333,-0.005555556,,,,,,
88789,,,,-0.042,-0.017,-0.018,0.050029575,-0.092778558,1.263996131,-0.005555556,0.03,0.001111111,,,,,,
88790,,,,0.018,-0.016,0.02,0.049930712,-0.092706658,1.264002523,-0.016666667,0.002222222,0.008888889,,,,,,
88791,,,,0.085,-0.086,0.154,0.049581279,-0.09276518,1.264188162,-0.027777778,0,0.014444444,,,,,,
88792,,,,0.054,-0.112,0.189,0.049350577,-0.092450104,1.264305205,-0.027777778,0.027777778,0.011111111,,,,,,
88793,,,,0,-0.105,0.185,0.04909332,-0.091964676,1.264427584,-0.023333333,0.052222222,0.011111111,,,,,,
88794,6.84E-06,0.001404495,25.18600082,,,,,,,,,,,,,,,
88794,,,,,,,,,,,,,,,,31.265705,34.74412017,
88794,,,,-0.041,-0.118,0.172,0.048941268,-0.091552059,1.264444705,-0.015555556,0.045555556,0.005555556,,,,,,
88795,,,,0.019,-0.092,0.135,0.048709828,-0.091243205,1.264633721,-0.01,0.027777778,0.011111111,,,,,,
88796,,,,0.062,-0.069,0.013,0.048748334,-0.090979781,1.264809271,-0.003333333,0.034444444,0.018888889,,,,,,
88797,,,,0.08,-0.067,-0.043,0.04876033,-0.090545984,1.264990202,0,0.042222222,0.018888889,,,,,,
88798,,,,-0.05,-0.067,0,0.048720172,-0.089765236,1.26510959,0,0.073333333,0.012222222,,,,,,
88799,,,,-0.167,-0.101,0.032,0.048752373,-0.088886113,1.265228119,-0.004444444,0.091111111,0,,,,,,
88800,,,,-0.205,-0.157,0.119,0.048672791,-0.088374981,1.265244127,0,0.054444444,-0.006666667,,,,,,
88801,,,,-0.176,-0.129,0.174,0.048843838,-0.088348559,1.265237206,0.011111111,0.008888889,-0.004444444,,,,,,
88802,,,,-0.025,-0.074,0.172,0.048969153,-0.088590913,1.265225716,0.017777778,-0.015555556,0.003333333,,,,,,
88803,,,,0.014,-0.035,0.087,0.049311244,-0.088538061,1.26521185,0.022222222,0,0.005555556,,,,,,
88803,5.34E-06,0.001406618,25.18700027,,,,,,,,,,,,,,,
88803,,,,,,,,,,,,,,,,31.2656915,34.7441425,
88804,,,,-0.014,-0.014,0.005,0.049383501,-0.08843966,1.265211082,0.013333333,0.011111111,0.004444444,,,,,,
88805,,,,-0.133,-0.064,-0.005,0.049383501,-0.08843966,1.265211082,0,0.002222222,0.001111111,,,,,,
88806,,,,-0.145,-0.097,-0.018,0.049238987,-0.088636462,1.265212625,-0.012222222,-0.022222222,-0.004444444,,,,,,
88807,,,,-0.078,-0.098,0.049,0.049174069,-0.089344375,1.265198062,-0.013333333,-0.07,-0.003333333,,,,,,
88808,,,,0.105,-0.125,0.144,0.049115385,-0.090053101,1.265084745,-0.007777778,-0.074444444,-0.004444444,,,,,,
88809,,,,0.107,-0.088,0.042,0.049141932,-0.090223468,1.265079352,0.006666667,-0.021111111,0,,,,,,
88810,,,,0.072,-0.054,-0.009,0.04938525,-0.090098624,1.265071451,0.021111111,0.015555556,-0.003333333,,,,,,
88811,,,,-0.002,-0.039,-0.046,0.049496987,-0.089730646,1.265174038,0.02,0.035555556,-0.008888889,,,,,,
88812,,,,-0.118,-0.045,-0.154,0.049569244,-0.089632248,1.265173236,0.007777778,0.012222222,-0.006666667,,,,,,
